,1 2,1 3,1 4,1 5,2 3,2 4,2 5,3 4,3 5,4 5
995,0.3,0.55,0.55,0.24,0.3,0.27,0.14,0.09,0.31,0.32
996,0.3,0.55,0.55,0.24,0.29,0.26,0.13,0.09,0.32,0.32
997,0.32,0.56,0.55,0.24,0.28,0.25,0.13,0.08,0.32,0.32
998,0.32,0.57,0.56,0.22,0.28,0.25,0.13,0.06,0.35,0.34
999,0.32,0.58,0.56,0.22,0.28,0.25,0.13,0.05,0.36,0.34
1000,0.31,0.58,0.55,0.21,0.3,0.26,0.12,0.05,0.37,0.34
1001,0.31,0.59,0.57,0.22,0.3,0.27,0.1,0.03,0.37,0.35
1002,0.31,0.61,0.58,0.24,0.31,0.29,0.08,0.03,0.37,0.35
1003,0.31,0.61,0.59,0.24,0.32,0.29,0.07,0.03,0.37,0.35
1004,0.29,0.62,0.59,0.25,0.34,0.32,0.05,0.03,0.37,0.35
1005,0.28,0.63,0.6,0.25,0.37,0.34,0.04,0.03,0.38,0.35
1006,0.27,0.64,0.6,0.26,0.39,0.35,0.05,0.04,0.39,0.35
1007,0.27,0.64,0.59,0.25,0.4,0.35,0.05,0.05,0.4,0.35
1008,0.26,0.64,0.61,0.24,0.4,0.38,0.06,0.05,0.4,0.37
1009,0.27,0.63,0.61,0.25,0.4,0.38,0.05,0.05,0.39,0.37
1010,0.27,0.63,0.6,0.25,0.39,0.37,0.05,0.04,0.39,0.36
1011,0.3,0.66,0.63,0.27,0.39,0.37,0.05,0.05,0.41,0.38
1012,0.3,0.66,0.63,0.27,0.39,0.37,0.04,0.04,0.4,0.38
1013,0.31,0.66,0.64,0.28,0.38,0.37,0.04,0.04,0.4,0.38
1014,0.32,0.65,0.62,0.28,0.37,0.35,0.04,0.05,0.4,0.37
1015,0.33,0.67,0.6,0.3,0.37,0.32,0.03,0.07,0.4,0.35
1016,0.34,0.65,0.61,0.3,0.35,0.32,0.05,0.05,0.4,0.37
1017,0.34,0.66,0.61,0.3,0.35,0.32,0.07,0.06,0.42,0.39
1018,0.32,0.65,0.59,0.28,0.35,0.3,0.09,0.06,0.43,0.39
1019,0.35,0.66,0.62,0.3,0.34,0.31,0.09,0.05,0.43,0.4
1020,0.35,0.67,0.62,0.3,0.34,0.31,0.1,0.05,0.44,0.41
1021,0.37,0.69,0.64,0.32,0.34,0.3,0.11,0.05,0.44,0.41
1022,0.37,0.68,0.64,0.33,0.34,0.3,0.11,0.05,0.44,0.41
1023,0.39,0.68,0.65,0.33,0.32,0.3,0.12,0.06,0.43,0.42
1024,0.41,0.69,0.65,0.34,0.31,0.29,0.13,0.05,0.44,0.42
1025,0.42,0.67,0.64,0.34,0.29,0.27,0.16,0.05,0.45,0.43
1026,0.42,0.68,0.64,0.34,0.29,0.26,0.17,0.04,0.46,0.44
1027,0.42,0.66,0.64,0.33,0.28,0.26,0.18,0.04,0.45,0.44
1028,0.42,0.67,0.63,0.34,0.28,0.25,0.19,0.04,0.46,0.44
1029,0.43,0.67,0.65,0.34,0.27,0.26,0.19,0.03,0.45,0.45
1030,0.43,0.68,0.65,0.35,0.28,0.26,0.19,0.03,0.47,0.45
1031,0.43,0.67,0.65,0.34,0.26,0.24,0.21,0.02,0.46,0.45
1032,0.45,0.65,0.64,0.33,0.24,0.23,0.23,0.01,0.47,0.46
1033,0.46,0.66,0.64,0.32,0.23,0.22,0.25,0.02,0.48,0.47
1034,0.47,0.66,0.64,0.32,0.22,0.22,0.25,0.04,0.47,0.47
1035,0.47,0.67,0.65,0.31,0.23,0.22,0.26,0.03,0.49,0.48
1036,0.49,0.66,0.65,0.31,0.2,0.2,0.28,0.04,0.49,0.48
1037,0.5,0.67,0.65,0.26,0.2,0.19,0.33,0.02,0.53,0.52
1038,0.51,0.67,0.65,0.27,0.2,0.18,0.35,0.02,0.55,0.53
1039,0.51,0.68,0.62,0.27,0.2,0.16,0.35,0.06,0.56,0.51
1040,0.52,0.68,0.61,0.28,0.18,0.14,0.37,0.07,0.55,0.5
1041,0.53,0.67,0.61,0.28,0.16,0.13,0.38,0.06,0.53,0.5
1042,0.53,0.67,0.61,0.28,0.15,0.12,0.39,0.06,0.54,0.5
1043,0.54,0.68,0.62,0.28,0.15,0.11,0.39,0.06,0.54,0.5
1044,0.53,0.67,0.62,0.27,0.15,0.1,0.39,0.05,0.54,0.5
1045,0.53,0.66,0.62,0.25,0.14,0.09,0.41,0.05,0.55,0.5
1046,0.52,0.66,0.62,0.24,0.14,0.1,0.42,0.04,0.55,0.51
1047,0.51,0.65,0.63,0.23,0.14,0.12,0.43,0.04,0.56,0.53
1048,0.51,0.65,0.63,0.23,0.14,0.13,0.43,0.04,0.56,0.53
1049,0.5,0.65,0.64,0.22,0.14,0.14,0.44,0.04,0.57,0.55
1050,0.51,0.65,0.66,0.22,0.14,0.16,0.46,0.06,0.58,0.57
1051,0.52,0.65,0.67,0.22,0.13,0.18,0.47,0.08,0.58,0.57
1052,0.53,0.66,0.67,0.22,0.13,0.18,0.48,0.09,0.58,0.57
1053,0.54,0.67,0.68,0.23,0.14,0.2,0.49,0.1,0.59,0.57
1054,0.54,0.67,0.69,0.23,0.14,0.21,0.5,0.11,0.59,0.57
1055,0.57,0.69,0.72,0.26,0.13,0.23,0.51,0.13,0.6,0.59
1056,0.57,0.69,0.73,0.26,0.14,0.23,0.51,0.12,0.6,0.6
1057,0.55,0.68,0.72,0.25,0.16,0.24,0.52,0.1,0.61,0.6
1058,0.55,0.68,0.72,0.25,0.16,0.25,0.52,0.11,0.6,0.61
1059,0.54,0.67,0.74,0.26,0.16,0.28,0.52,0.12,0.59,0.62
1060,0.55,0.67,0.76,0.26,0.16,0.29,0.52,0.14,0.58,0.62
1061,0.55,0.68,0.76,0.26,0.16,0.3,0.51,0.14,0.58,0.63
1062,0.56,0.7,0.79,0.26,0.17,0.31,0.5,0.14,0.58,0.64
1063,0.56,0.69,0.79,0.25,0.16,0.3,0.49,0.14,0.58,0.64
1064,0.57,0.69,0.8,0.24,0.14,0.28,0.48,0.15,0.56,0.64
1065,0.55,0.67,0.79,0.24,0.13,0.28,0.47,0.15,0.56,0.64
1066,0.57,0.68,0.81,0.24,0.14,0.28,0.47,0.15,0.55,0.65
1067,0.57,0.69,0.82,0.24,0.14,0.29,0.46,0.15,0.54,0.65
1068,0.57,0.69,0.83,0.24,0.16,0.3,0.46,0.15,0.53,0.66
1069,0.55,0.68,0.84,0.23,0.16,0.32,0.45,0.16,0.54,0.68
1070,0.55,0.68,0.82,0.21,0.16,0.3,0.45,0.15,0.55,0.67
1071,0.56,0.7,0.85,0.2,0.16,0.32,0.45,0.16,0.55,0.69
1072,0.54,0.7,0.85,0.2,0.19,0.34,0.41,0.15,0.55,0.69
1073,0.55,0.72,0.87,0.2,0.19,0.35,0.4,0.16,0.54,0.69
1074,0.55,0.72,0.88,0.2,0.2,0.36,0.39,0.16,0.54,0.69
1075,0.55,0.73,0.88,0.21,0.21,0.37,0.38,0.16,0.54,0.68
1076,0.54,0.73,0.88,0.22,0.22,0.38,0.36,0.16,0.52,0.67
1077,0.53,0.73,0.88,0.23,0.23,0.38,0.34,0.15,0.52,0.66
1078,0.53,0.74,0.89,0.24,0.22,0.38,0.32,0.16,0.5,0.65
1079,0.54,0.74,0.89,0.25,0.22,0.37,0.32,0.15,0.5,0.64
1080,0.54,0.75,0.88,0.27,0.22,0.35,0.31,0.13,0.49,0.62
1081,0.53,0.76,0.87,0.25,0.25,0.35,0.3,0.1,0.52,0.62
1082,0.52,0.76,0.86,0.25,0.25,0.36,0.29,0.11,0.51,0.62
1083,0.52,0.76,0.86,0.25,0.25,0.36,0.28,0.11,0.51,0.61
1084,0.51,0.75,0.86,0.26,0.25,0.37,0.28,0.12,0.5,0.61
1085,0.5,0.74,0.86,0.26,0.26,0.38,0.26,0.12,0.49,0.6
1086,0.49,0.74,0.86,0.26,0.26,0.38,0.25,0.12,0.49,0.61
1087,0.49,0.74,0.86,0.26,0.26,0.38,0.25,0.12,0.49,0.61
1088,0.48,0.72,0.84,0.26,0.25,0.37,0.22,0.12,0.46,0.58
1089,0.49,0.71,0.84,0.26,0.23,0.36,0.23,0.12,0.45,0.58
1090,0.47,0.71,0.83,0.25,0.23,0.36,0.22,0.12,0.45,0.58
1091,0.46,0.7,0.82,0.25,0.24,0.36,0.21,0.13,0.44,0.57
1092,0.45,0.68,0.82,0.25,0.23,0.37,0.21,0.14,0.44,0.58
1093,0.47,0.67,0.82,0.24,0.2,0.35,0.24,0.16,0.43,0.58
1094,0.47,0.66,0.82,0.24,0.19,0.36,0.24,0.16,0.42,0.58
1095,0.45,0.64,0.79,0.22,0.19,0.34,0.24,0.16,0.42,0.57
1096,0.45,0.63,0.8,0.22,0.18,0.35,0.25,0.17,0.42,0.58
1097,0.45,0.62,0.78,0.21,0.18,0.35,0.25,0.17,0.42,0.57
1098,0.46,0.61,0.77,0.19,0.16,0.33,0.27,0.17,0.42,0.58
1099,0.46,0.6,0.75,0.18,0.14,0.31,0.28,0.19,0.42,0.57
1100,0.47,0.59,0.77,0.16,0.12,0.32,0.31,0.22,0.43,0.6
1101,0.48,0.6,0.77,0.17,0.12,0.32,0.32,0.23,0.44,0.61
1102,0.49,0.6,0.77,0.14,0.12,0.31,0.35,0.26,0.47,0.63
1103,0.5,0.61,0.78,0.15,0.12,0.3,0.35,0.25,0.47,0.62
1104,0.51,0.62,0.79,0.15,0.13,0.3,0.36,0.27,0.48,0.64
1105,0.52,0.62,0.8,0.15,0.14,0.29,0.38,0.28,0.49,0.65
1106,0.54,0.63,0.82,0.16,0.14,0.29,0.39,0.29,0.49,0.66
1107,0.55,0.63,0.82,0.17,0.15,0.28,0.39,0.29,0.49,0.66
1108,0.56,0.64,0.83,0.17,0.15,0.28,0.4,0.28,0.5,0.67
1109,0.56,0.65,0.84,0.17,0.16,0.28,0.4,0.29,0.51,0.67
1110,0.57,0.66,0.85,0.16,0.16,0.28,0.42,0.28,0.52,0.69
1111,0.57,0.66,0.85,0.16,0.15,0.29,0.43,0.28,0.53,0.7
1112,0.58,0.67,0.86,0.16,0.15,0.28,0.43,0.28,0.54,0.7
1113,0.57,0.68,0.85,0.16,0.16,0.28,0.42,0.26,0.54,0.7
1114,0.56,0.68,0.85,0.16,0.16,0.29,0.41,0.26,0.54,0.7
1115,0.56,0.68,0.86,0.17,0.16,0.31,0.4,0.26,0.53,0.7
1116,0.56,0.68,0.86,0.17,0.14,0.31,0.39,0.25,0.52,0.69
1117,0.56,0.68,0.86,0.17,0.14,0.31,0.39,0.25,0.51,0.69
1118,0.55,0.68,0.86,0.16,0.14,0.31,0.39,0.25,0.52,0.69
1119,0.56,0.66,0.86,0.18,0.12,0.32,0.38,0.26,0.49,0.69
1120,0.55,0.63,0.85,0.18,0.09,0.31,0.37,0.26,0.45,0.67
1121,0.55,0.63,0.85,0.18,0.09,0.31,0.37,0.26,0.45,0.67
1122,0.56,0.63,0.85,0.18,0.08,0.3,0.38,0.25,0.45,0.67
1123,0.57,0.63,0.86,0.19,0.06,0.31,0.37,0.25,0.43,0.67
1124,0.57,0.63,0.86,0.2,0.06,0.31,0.37,0.25,0.43,0.67
1125,0.56,0.61,0.84,0.2,0.05,0.3,0.36,0.25,0.41,0.65
1126,0.57,0.62,0.86,0.22,0.17,0.3,0.35,0.25,0.41,0.63
1127,0.57,0.62,0.84,0.23,0.18,0.28,0.35,0.25,0.4,0.62
1128,0.6,0.61,0.83,0.22,0.18,0.24,0.38,0.25,0.41,0.61
1129,0.6,0.62,0.83,0.22,0.19,0.24,0.38,0.24,0.41,0.61
1130,0.61,0.63,0.83,0.23,0.2,0.24,0.38,0.25,0.41,0.6
1131,0.63,0.63,0.84,0.24,0.22,0.23,0.4,0.26,0.41,0.6
1132,0.64,0.64,0.83,0.24,0.26,0.22,0.4,0.27,0.41,0.59
1133,0.64,0.65,0.83,0.23,0.27,0.22,0.41,0.27,0.42,0.6
1134,0.6,0.63,0.79,0.2,0.28,0.22,0.41,0.27,0.43,0.59
1135,0.61,0.64,0.8,0.21,0.29,0.22,0.41,0.26,0.44,0.59
1136,0.61,0.65,0.79,0.22,0.29,0.21,0.4,0.26,0.43,0.57
1137,0.62,0.65,0.79,0.23,0.3,0.22,0.4,0.26,0.43,0.57
1138,0.61,0.66,0.78,0.23,0.32,0.2,0.4,0.25,0.44,0.55
1139,0.62,0.69,0.78,0.24,0.33,0.21,0.4,0.25,0.46,0.55
1140,0.62,0.7,0.78,0.24,0.33,0.21,0.4,0.24,0.47,0.55
1141,0.62,0.71,0.78,0.24,0.34,0.21,0.4,0.23,0.48,0.55
1142,0.63,0.72,0.78,0.24,0.36,0.22,0.41,0.23,0.48,0.54
1143,0.63,0.72,0.78,0.25,0.36,0.22,0.41,0.23,0.48,0.54
1144,0.63,0.72,0.78,0.25,0.37,0.22,0.4,0.23,0.48,0.53
1145,0.63,0.74,0.78,0.25,0.39,0.23,0.4,0.23,0.5,0.53
1146,0.61,0.73,0.75,0.23,0.4,0.23,0.41,0.23,0.51,0.52
1147,0.62,0.75,0.75,0.24,0.43,0.24,0.41,0.24,0.51,0.51
1148,0.63,0.75,0.73,0.25,0.44,0.23,0.42,0.24,0.5,0.48
1149,0.64,0.75,0.73,0.25,0.47,0.23,0.43,0.25,0.51,0.48
1150,0.66,0.76,0.71,0.26,0.48,0.23,0.45,0.27,0.5,0.46
1151,0.67,0.77,0.71,0.28,0.49,0.22,0.45,0.28,0.49,0.43
1152,0.68,0.78,0.71,0.3,0.49,0.21,0.45,0.28,0.49,0.43
1153,0.69,0.76,0.71,0.3,0.5,0.21,0.45,0.29,0.47,0.42
1154,0.7,0.76,0.71,0.31,0.51,0.21,0.45,0.31,0.47,0.41
1155,0.71,0.76,0.71,0.31,0.52,0.21,0.45,0.31,0.48,0.41
1156,0.73,0.77,0.71,0.31,0.52,0.22,0.47,0.3,0.47,0.4
1157,0.74,0.77,0.71,0.32,0.52,0.22,0.46,0.3,0.47,0.39
1158,0.75,0.75,0.7,0.32,0.53,0.22,0.47,0.31,0.46,0.38
1159,0.75,0.75,0.7,0.32,0.54,0.21,0.45,0.32,0.47,0.38
1160,0.76,0.75,0.68,0.34,0.54,0.2,0.43,0.34,0.49,0.35
1161,0.75,0.74,0.67,0.34,0.52,0.21,0.43,0.32,0.47,0.33
1162,0.76,0.74,0.65,0.34,0.52,0.21,0.43,0.32,0.47,0.32
1163,0.76,0.76,0.65,0.36,0.52,0.22,0.42,0.32,0.47,0.3
1164,0.76,0.77,0.65,0.36,0.53,0.22,0.41,0.33,0.49,0.29
1165,0.76,0.76,0.64,0.37,0.5,0.23,0.41,0.3,0.47,0.28
1166,0.76,0.78,0.64,0.37,0.5,0.22,0.4,0.3,0.49,0.28
1167,0.76,0.79,0.65,0.37,0.5,0.22,0.39,0.31,0.49,0.28
1168,0.76,0.79,0.64,0.38,0.51,0.22,0.39,0.32,0.49,0.27
1169,0.76,0.78,0.65,0.39,0.48,0.24,0.39,0.27,0.47,0.27
1170,0.77,0.79,0.64,0.4,0.49,0.25,0.38,0.28,0.47,0.25
1171,0.77,0.78,0.63,0.4,0.5,0.26,0.38,0.28,0.48,0.25
1172,0.78,0.78,0.63,0.41,0.51,0.28,0.37,0.28,0.48,0.24
1173,0.79,0.77,0.63,0.42,0.53,0.3,0.37,0.26,0.48,0.24
1174,0.79,0.76,0.63,0.42,0.52,0.31,0.37,0.25,0.46,0.24
1175,0.8,0.75,0.63,0.44,0.53,0.32,0.36,0.24,0.46,0.24
1176,0.79,0.74,0.62,0.47,0.55,0.34,0.33,0.24,0.46,0.23
1177,0.79,0.72,0.61,0.47,0.55,0.34,0.32,0.24,0.44,0.22
1178,0.77,0.67,0.57,0.44,0.55,0.35,0.33,0.23,0.43,0.21
1179,0.78,0.66,0.56,0.46,0.55,0.36,0.33,0.23,0.42,0.2
1180,0.78,0.65,0.55,0.46,0.56,0.37,0.32,0.22,0.41,0.19
1181,0.8,0.64,0.54,0.47,0.57,0.38,0.34,0.22,0.39,0.17
1182,0.82,0.63,0.55,0.49,0.56,0.39,0.34,0.21,0.37,0.16
1183,0.83,0.61,0.54,0.5,0.56,0.39,0.34,0.21,0.36,0.16
1184,0.84,0.61,0.53,0.5,0.56,0.4,0.35,0.21,0.36,0.15
1185,0.85,0.6,0.51,0.51,0.56,0.41,0.35,0.22,0.34,0.12
1186,0.85,0.6,0.51,0.53,0.57,0.41,0.34,0.23,0.33,0.11
1187,0.85,0.58,0.49,0.53,0.57,0.41,0.34,0.24,0.33,0.09
1188,0.85,0.57,0.47,0.52,0.58,0.42,0.34,0.25,0.34,0.1
1189,0.86,0.56,0.46,0.52,0.58,0.44,0.35,0.26,0.34,0.1
1190,0.88,0.55,0.44,0.52,0.59,0.46,0.36,0.27,0.34,0.1
1191,0.86,0.54,0.42,0.5,0.59,0.47,0.36,0.26,0.33,0.11
1192,0.86,0.53,0.41,0.5,0.59,0.47,0.36,0.26,0.33,0.11
1193,0.85,0.52,0.39,0.5,0.6,0.48,0.36,0.27,0.33,0.12
1194,0.85,0.51,0.38,0.49,0.61,0.48,0.36,0.28,0.33,0.12
1195,0.86,0.51,0.38,0.49,0.63,0.5,0.38,0.29,0.33,0.12
1196,0.86,0.5,0.37,0.47,0.66,0.51,0.41,0.29,0.32,0.1
1197,0.87,0.51,0.38,0.49,0.66,0.51,0.4,0.3,0.32,0.11
1198,0.87,0.51,0.37,0.5,0.66,0.51,0.39,0.31,0.34,0.13
1199,0.87,0.49,0.37,0.51,0.67,0.5,0.38,0.34,0.34,0.14
1200,0.88,0.46,0.39,0.54,0.69,0.49,0.36,0.33,0.35,0.15
1201,0.89,0.45,0.41,0.54,0.69,0.48,0.37,0.33,0.35,0.14
1202,0.89,0.45,0.42,0.56,0.7,0.48,0.36,0.34,0.36,0.15
1203,0.93,0.47,0.44,0.57,0.71,0.49,0.37,0.36,0.36,0.15
1204,0.91,0.47,0.44,0.57,0.69,0.47,0.36,0.36,0.36,0.15
1205,0.92,0.48,0.45,0.58,0.7,0.48,0.37,0.36,0.36,0.15
1206,0.93,0.48,0.46,0.59,0.69,0.47,0.37,0.35,0.34,0.15
1207,0.93,0.48,0.47,0.6,0.68,0.47,0.36,0.34,0.33,0.16
1208,0.94,0.48,0.47,0.61,0.67,0.47,0.36,0.33,0.32,0.16
1209,0.94,0.48,0.47,0.61,0.67,0.48,0.36,0.33,0.32,0.17
1210,0.94,0.44,0.48,0.63,0.68,0.47,0.36,0.29,0.32,0.18
1211,0.95,0.43,0.48,0.64,0.68,0.47,0.36,0.29,0.32,0.18
1212,0.95,0.44,0.5,0.65,0.68,0.46,0.35,0.3,0.33,0.19
1213,0.95,0.44,0.52,0.66,0.67,0.44,0.34,0.32,0.33,0.19
1214,0.97,0.43,0.52,0.66,0.68,0.44,0.35,0.31,0.32,0.19
1215,0.97,0.41,0.53,0.67,0.68,0.45,0.36,0.31,0.33,0.21
1216,0.97,0.4,0.55,0.69,0.68,0.43,0.34,0.32,0.34,0.21
1217,0.98,0.39,0.55,0.69,0.68,0.43,0.35,0.32,0.34,0.22
1218,0.95,0.38,0.54,0.68,0.67,0.41,0.35,0.33,0.34,0.23
1219,0.95,0.38,0.55,0.67,0.67,0.41,0.37,0.32,0.32,0.24
1220,0.95,0.38,0.55,0.66,0.65,0.4,0.38,0.29,0.3,0.23
1221,0.96,0.39,0.57,0.66,0.64,0.39,0.39,0.28,0.28,0.22
1222,0.97,0.4,0.59,0.67,0.62,0.38,0.39,0.28,0.28,0.22
1223,0.94,0.39,0.58,0.65,0.62,0.37,0.4,0.28,0.26,0.22
1224,0.94,0.39,0.58,0.65,0.61,0.36,0.41,0.27,0.26,0.22
1225,0.94,0.4,0.59,0.64,0.61,0.36,0.41,0.27,0.24,0.19
1226,0.94,0.41,0.61,0.63,0.59,0.34,0.42,0.26,0.22,0.18
1227,0.93,0.41,0.61,0.63,0.59,0.33,0.41,0.27,0.22,0.18
1228,0.89,0.41,0.59,0.61,0.57,0.31,0.41,0.26,0.21,0.17
1229,0.9,0.43,0.61,0.6,0.54,0.31,0.41,0.24,0.17,0.17
1230,0.9,0.43,0.61,0.61,0.54,0.31,0.42,0.24,0.17,0.17
1231,0.91,0.45,0.62,0.61,0.54,0.31,0.42,0.23,0.16,0.16
1232,0.91,0.46,0.62,0.61,0.53,0.31,0.42,0.22,0.15,0.16
1233,0.92,0.46,0.63,0.61,0.53,0.31,0.43,0.22,0.15,0.17
1234,0.92,0.47,0.63,0.61,0.52,0.31,0.45,0.21,0.15,0.18
1235,0.9,0.46,0.65,0.6,0.52,0.3,0.45,0.22,0.14,0.17
1236,0.9,0.48,0.67,0.6,0.51,0.28,0.46,0.23,0.12,0.19
1237,0.9,0.5,0.67,0.59,0.49,0.28,0.47,0.21,0.1,0.2
1238,0.9,0.51,0.68,0.58,0.48,0.29,0.48,0.2,0.09,0.2
1239,0.89,0.51,0.68,0.58,0.47,0.29,0.5,0.2,0.1,0.21
1240,0.89,0.51,0.69,0.58,0.46,0.28,0.5,0.2,0.11,0.21
1241,0.88,0.51,0.69,0.57,0.44,0.28,0.49,0.19,0.12,0.22
1242,0.85,0.49,0.67,0.56,0.44,0.27,0.49,0.2,0.13,0.23
1243,0.85,0.49,0.67,0.56,0.44,0.27,0.5,0.2,0.14,0.23
1244,0.84,0.47,0.69,0.55,0.44,0.25,0.5,0.23,0.15,0.25
1245,0.82,0.44,0.68,0.53,0.44,0.25,0.5,0.24,0.16,0.26
1246,0.82,0.43,0.69,0.54,0.44,0.24,0.51,0.26,0.17,0.28
1247,0.8,0.41,0.7,0.55,0.44,0.23,0.52,0.29,0.2,0.3
1248,0.79,0.41,0.71,0.55,0.43,0.23,0.51,0.3,0.2,0.3
1249,0.78,0.4,0.71,0.54,0.43,0.24,0.51,0.31,0.21,0.3
1250,0.77,0.4,0.71,0.53,0.42,0.24,0.51,0.31,0.21,0.3
1251,0.73,0.39,0.69,0.52,0.4,0.24,0.51,0.3,0.22,0.3
1252,0.73,0.39,0.7,0.52,0.39,0.25,0.51,0.31,0.22,0.31
1253,0.72,0.39,0.7,0.52,0.38,0.26,0.51,0.31,0.23,0.31
1254,0.71,0.38,0.69,0.5,0.38,0.29,0.52,0.31,0.23,0.31
1255,0.7,0.38,0.69,0.51,0.38,0.29,0.52,0.31,0.23,0.31
1256,0.7,0.39,0.69,0.51,0.38,0.29,0.52,0.3,0.22,0.3
1257,0.7,0.41,0.7,0.51,0.38,0.31,0.52,0.29,0.2,0.3
1258,0.69,0.42,0.7,0.51,0.37,0.32,0.5,0.29,0.18,0.28
1259,0.68,0.42,0.7,0.5,0.37,0.33,0.49,0.28,0.17,0.27
1260,0.67,0.41,0.69,0.49,0.37,0.35,0.48,0.28,0.15,0.26
1261,0.67,0.4,0.68,0.48,0.39,0.37,0.49,0.29,0.15,0.26
1262,0.68,0.41,0.68,0.48,0.38,0.37,0.49,0.28,0.14,0.25
1263,0.68,0.41,0.69,0.48,0.37,0.38,0.48,0.29,0.15,0.25
1264,0.67,0.4,0.69,0.47,0.37,0.38,0.48,0.29,0.15,0.25
1265,0.67,0.4,0.69,0.47,0.37,0.39,0.49,0.29,0.15,0.25
1266,0.67,0.38,0.67,0.47,0.38,0.4,0.49,0.29,0.17,0.23
1267,0.67,0.37,0.67,0.47,0.38,0.42,0.5,0.3,0.17,0.24
1268,0.66,0.37,0.67,0.48,0.38,0.42,0.5,0.31,0.18,0.23
1269,0.66,0.37,0.67,0.49,0.39,0.42,0.51,0.32,0.2,0.22
1270,0.66,0.35,0.68,0.49,0.39,0.43,0.51,0.33,0.2,0.23
1271,0.66,0.34,0.69,0.5,0.41,0.44,0.52,0.36,0.22,0.23
1272,0.66,0.32,0.69,0.51,0.43,0.45,0.53,0.37,0.23,0.23
1273,0.65,0.31,0.69,0.53,0.43,0.45,0.53,0.38,0.24,0.21
1274,0.65,0.3,0.68,0.53,0.45,0.46,0.53,0.38,0.25,0.2
1275,0.66,0.28,0.68,0.52,0.46,0.48,0.54,0.4,0.27,0.19
1276,0.65,0.27,0.67,0.52,0.46,0.49,0.55,0.4,0.28,0.18
1277,0.64,0.25,0.65,0.51,0.46,0.49,0.56,0.4,0.28,0.17
1278,0.63,0.23,0.64,0.51,0.44,0.5,0.56,0.43,0.33,0.17
1279,0.63,0.23,0.63,0.5,0.44,0.51,0.54,0.43,0.33,0.16
1280,0.63,0.23,0.63,0.5,0.43,0.52,0.54,0.43,0.33,0.15
1281,0.6,0.23,0.63,0.5,0.4,0.53,0.52,0.43,0.33,0.13
1282,0.6,0.23,0.64,0.5,0.39,0.55,0.52,0.45,0.33,0.14
1283,0.6,0.23,0.65,0.5,0.39,0.57,0.52,0.48,0.34,0.15
1284,0.59,0.23,0.64,0.5,0.37,0.57,0.52,0.5,0.37,0.14
1285,0.59,0.22,0.63,0.49,0.37,0.58,0.52,0.51,0.38,0.14
1286,0.57,0.22,0.62,0.48,0.35,0.57,0.5,0.53,0.39,0.14
1287,0.55,0.21,0.63,0.48,0.34,0.58,0.5,0.54,0.4,0.15
1288,0.54,0.21,0.62,0.5,0.33,0.53,0.5,0.52,0.42,0.13
1289,0.55,0.22,0.61,0.49,0.33,0.54,0.5,0.52,0.42,0.12
1290,0.55,0.22,0.61,0.5,0.33,0.54,0.51,0.53,0.44,0.11
1291,0.56,0.23,0.61,0.52,0.33,0.55,0.52,0.53,0.45,0.1
1292,0.58,0.26,0.59,0.52,0.32,0.57,0.52,0.54,0.47,0.08
1293,0.57,0.26,0.59,0.51,0.32,0.56,0.53,0.55,0.48,0.08
1294,0.57,0.26,0.58,0.51,0.32,0.56,0.54,0.55,0.49,0.07
1295,0.56,0.26,0.57,0.51,0.31,0.56,0.54,0.54,0.49,0.06
1296,0.56,0.26,0.54,0.51,0.31,0.57,0.55,0.54,0.51,0.03
1297,0.53,0.24,0.53,0.49,0.31,0.56,0.55,0.54,0.52,0.03
1298,0.53,0.24,0.52,0.49,0.31,0.56,0.56,0.54,0.52,0.03
1299,0.52,0.24,0.52,0.49,0.31,0.57,0.58,0.56,0.55,0.05
1300,0.52,0.24,0.5,0.49,0.32,0.57,0.61,0.56,0.58,0.05
1301,0.51,0.24,0.49,0.49,0.33,0.57,0.62,0.57,0.59,0.06
1302,0.52,0.22,0.48,0.48,0.36,0.58,0.64,0.58,0.61,0.07
1303,0.51,0.21,0.47,0.48,0.37,0.58,0.66,0.58,0.62,0.08
1304,0.51,0.21,0.46,0.47,0.36,0.61,0.67,0.58,0.62,0.08
1305,0.51,0.21,0.45,0.46,0.37,0.61,0.68,0.58,0.62,0.09
1306,0.51,0.21,0.45,0.46,0.38,0.63,0.69,0.58,0.62,0.07
1307,0.51,0.2,0.44,0.45,0.39,0.63,0.7,0.58,0.61,0.08
1308,0.51,0.19,0.43,0.46,0.39,0.63,0.7,0.58,0.62,0.08
1309,0.51,0.18,0.42,0.47,0.41,0.64,0.72,0.56,0.62,0.09
1310,0.52,0.17,0.42,0.49,0.43,0.65,0.76,0.56,0.64,0.11
1311,0.52,0.17,0.42,0.48,0.44,0.65,0.76,0.57,0.65,0.11
1312,0.51,0.18,0.4,0.48,0.46,0.65,0.76,0.57,0.65,0.11
1313,0.52,0.19,0.4,0.49,0.47,0.67,0.78,0.59,0.68,0.11
1314,0.52,0.2,0.4,0.49,0.49,0.68,0.78,0.6,0.69,0.11
1315,0.51,0.2,0.41,0.49,0.51,0.69,0.79,0.61,0.69,0.1
1316,0.5,0.2,0.41,0.49,0.51,0.69,0.79,0.61,0.69,0.1
1317,0.51,0.21,0.41,0.49,0.52,0.69,0.79,0.62,0.7,0.1
1318,0.51,0.22,0.41,0.49,0.54,0.69,0.78,0.62,0.7,0.09
